Date,Month,Channel,Campaign,Device,Visitors,Leads,Qualified_Leads,Proposals,Customers,Avg_Deal_Value,Revenue,Ad_Spend,ROI_%
2024-05-11,2024-05,Social Media,Summer Sale,Desktop,476,88,35,12,3,998,2994,1466.08,104.2
2024-07-21,2024-07,Email Campaign,Brand Awareness,Desktop,370,175,92,49,22,474,10428,6553.75,59.1
2024-07-27,2024-07,Organic Search,Retargeting,Desktop,455,144,69,38,18,1227,22086,771.84,2761.5
2024-12-15,2024-12,Referral,Product Launch,Desktop,405,223,136,84,43,999,42957,3164.37,1257.5
2024-08-11,2024-08,Social Media,Brand Awareness,Desktop,267,46,14,4,1,477,477,1239.24,-61.5
2024-01-07,2024-01,Email Campaign,Retargeting,Desktop,358,144,93,50,28,1456,40768,2115.36,1827.2
2024-06-05,2024-06,Paid Ads,Retargeting,Desktop,252,72,24,10,3,1402,4206,1329.12,216.4
2024-12-05,2024-12,Paid Ads,Brand Awareness,Mobile,164,40,17,6,2,1201,2402,219.6,993.8
2024-06-24,2024-06,Organic Search,Product Launch,Desktop,447,144,74,39,16,1428,22848,1756.8,1200.5
2024-05-09,2024-05,Organic Search,Summer Sale,Tablet,324,104,56,31,12,1902,22824,1102.4,1970.4
2024-11-25,2024-11,Referral,Product Launch,Tablet,150,68,45,30,17,1972,33524,1362.72,2360.1
2024-07-29,2024-07,Organic Search,Brand Awareness,Desktop,244,70,37,19,8,1434,11472,1130.5,914.8
2024-11-20,2024-11,Referral,Brand Awareness,Desktop,341,157,101,74,42,1759,73878,1161.8,6258.9
2024-06-08,2024-06,Organic Search,Brand Awareness,Mobile,416,143,80,39,15,505,7575,4417.27,71.5
2024-04-28,2024-04,Organic Search,Newsletter,Desktop,338,93,48,24,9,575,5175,3020.64,71.3
2024-08-14,2024-08,Paid Ads,Summer Sale,Desktop,428,127,49,18,7,1863,13041,3723.64,250.2
2024-05-26,2024-05,Organic Search,Brand Awareness,Mobile,208,74,39,17,6,331,1986,978.28,103.0
2024-05-05,2024-05,Referral,Summer Sale,Desktop,130,72,49,27,15,831,12465,1781.28,599.8
2024-07-08,2024-07,Organic Search,Newsletter,Mobile,294,100,52,22,9,844,7596,2683.0,183.1
2024-08-30,2024-08,Paid Ads,Product Launch,Mobile,288,72,32,13,5,1786,8930,1198.08,645.4
2024-11-30,2024-11,Paid Ads,Retargeting,Desktop,203,55,23,10,3,611,1833,428.45,327.8
2024-06-12,2024-06,Referral,Summer Sale,Desktop,497,234,174,109,63,1635,103005,7218.9,1326.9
2024-01-24,2024-01,Organic Search,Product Launch,Mobile,344,102,54,28,13,621,8073,1582.02,410.3
2024-03-28,2024-03,Referral,Newsletter,Mobile,149,65,45,25,13,1004,13052,709.8,1738.8
2024-12-10,2024-12,Referral,Summer Sale,Desktop,455,253,161,102,52,1902,98904,4516.05,2090.1
2024-02-03,2024-02,Referral,Brand Awareness,Mobile,282,155,122,83,50,216,10800,1607.35,571.9
2024-12-16,2024-12,Referral,Brand Awareness,Desktop,87,38,26,15,9,276,2484,538.08,361.6
2024-12-01,2024-12,Paid Ads,Retargeting,Mobile,109,27,11,4,1,888,888,545.4,62.8
2024-03-11,2024-03,Organic Search,Brand Awareness,Mobile,341,100,63,27,13,410,5330,2874.0,85.5
2024-12-13,2024-12,Social Media,Product Launch,Mobile,362,70,27,10,2,1177,2354,1169.0,101.4
2024-04-22,2024-04,Paid Ads,Retargeting,Tablet,107,31,11,4,1,1389,1389,523.9,165.1
2024-02-03,2024-02,Social Media,Newsletter,Desktop,89,14,4,1,0,998,0,372.68,-100.0
2024-03-04,2024-03,Email Campaign,Brand Awareness,Mobile,488,233,152,89,47,1115,52405,6307.31,730.9
2024-10-21,2024-10,Organic Search,Product Launch,Desktop,278,88,50,23,11,1648,18128,635.36,2753.2
2024-09-27,2024-09,Social Media,Retargeting,Mobile,297,56,18,6,1,1523,1523,1275.68,19.4
2024-07-28,2024-07,Organic Search,Product Launch,Desktop,161,57,30,16,7,753,5271,1164.51,352.6
2024-01-09,2024-01,Organic Search,Retargeting,Mobile,273,90,50,26,11,690,7590,3072.6,147.0
2024-04-01,2024-04,Social Media,Retargeting,Desktop,141,21,7,2,0,774,0,481.11,-100.0
2024-04-11,2024-04,Email Campaign,Product Launch,Mobile,127,52,31,15,7,1577,11039,982.28,1023.8
2024-02-27,2024-02,Email Campaign,Summer Sale,Mobile,169,63,32,17,8,200,1600,1067.85,49.8
2024-07-06,2024-07,Social Media,Summer Sale,Mobile,414,68,21,8,2,1460,2920,1512.32,93.1
2024-02-29,2024-02,Paid Ads,Product Launch,Desktop,113,31,11,4,1,872,872,1090.27,-20.0
2024-01-07,2024-01,Organic Search,Summer Sale,Desktop,380,137,64,28,12,971,11652,1354.93,760.0
2024-04-22,2024-04,Email Campaign,Summer Sale,Mobile,140,54,31,14,7,1056,7392,1920.24,285.0
2024-05-30,2024-05,Paid Ads,Retargeting,Desktop,321,92,35,13,5,1081,5405,2994.6,80.5
2024-11-29,2024-11,Paid Ads,Newsletter,Desktop,277,72,24,9,3,1566,4698,1947.6,141.2
2024-08-10,2024-08,Paid Ads,Product Launch,Mobile,311,83,28,10,3,1242,3726,2052.59,81.5
2024-01-13,2024-01,Paid Ads,Newsletter,Tablet,398,97,38,16,6,636,3816,908.89,319.9
2024-10-14,2024-10,Referral,Product Launch,Mobile,170,80,55,36,20,693,13860,1760.0,687.5
2024-03-02,2024-03,Paid Ads,Brand Awareness,Tablet,183,47,18,7,2,1520,3040,1139.75,166.7
2024-05-10,2024-05,Social Media,Brand Awareness,Mobile,286,45,15,5,1,1011,1011,1192.05,-15.2
2024-05-09,2024-05,Paid Ads,Brand Awareness,Desktop,495,157,71,31,11,1442,15862,2439.78,550.1
2024-09-10,2024-09,Email Campaign,Retargeting,Mobile,87,32,19,9,4,1192,4768,769.6,519.5
2024-03-07,2024-03,Paid Ads,Product Launch,Desktop,218,65,25,11,3,1055,3165,992.55,218.9
2024-07-08,2024-07,Social Media,Summer Sale,Desktop,240,48,18,7,2,354,708,1786.56,-60.4
2024-04-18,2024-04,Organic Search,Summer Sale,Desktop,301,87,54,26,13,567,7371,1837.44,301.2
2024-05-26,2024-05,Social Media,Retargeting,Mobile,381,59,20,7,1,475,475,1155.22,-58.9
2024-06-17,2024-06,Email Campaign,Newsletter,Mobile,392,141,93,45,21,837,17577,4382.28,301.1
2024-03-31,2024-03,Organic Search,Retargeting,Mobile,379,130,70,36,17,1045,17765,4599.4,286.2
2024-06-06,2024-06,Social Media,Retargeting,Mobile,130,23,7,2,0,1226,0,841.11,-100.0
2024-12-29,2024-12,Paid Ads,Product Launch,Mobile,424,132,56,26,11,1699,18689,5082.0,267.7
2024-10-27,2024-10,Email Campaign,Brand Awareness,Mobile,220,103,62,37,17,1707,29019,1860.18,1460.0
2024-12-22,2024-12,Paid Ads,Product Launch,Mobile,121,32,12,5,1,1153,1153,620.48,85.8
2024-06-21,2024-06,Social Media,Newsletter,Desktop,153,23,6,2,0,1395,0,298.77,-100.0
2024-04-23,2024-04,Social Media,Summer Sale,Mobile,432,87,31,12,3,1337,4011,3019.77,32.8
2024-05-29,2024-05,Email Campaign,Product Launch,Tablet,467,171,111,56,27,1687,45549,2123.82,2044.7
2024-08-26,2024-08,Paid Ads,Newsletter,Tablet,143,41,15,5,1,856,856,1253.78,-31.7
2024-11-24,2024-11,Organic Search,Retargeting,Desktop,134,41,22,12,4,1878,7512,1191.46,530.5
2024-03-31,2024-03,Paid Ads,Brand Awareness,Mobile,92,23,9,4,1,1577,1577,367.08,329.6
2024-04-19,2024-04,Organic Search,Summer Sale,Desktop,214,58,35,16,6,857,5142,2209.22,132.8
2024-08-19,2024-08,Email Campaign,Brand Awareness,Desktop,267,118,79,39,17,1715,29155,3249.72,797.2
2024-03-29,2024-03,Paid Ads,Newsletter,Desktop,334,89,34,12,3,1068,3204,3212.9,-0.3
2024-11-21,2024-11,Email Campaign,Newsletter,Mobile,106,40,25,14,6,574,3444,735.2,368.4
2024-11-12,2024-11,Referral,Brand Awareness,Desktop,395,182,130,75,45,1961,88245,3048.5,2794.7
2024-06-01,2024-06,Organic Search,Summer Sale,Mobile,177,58,36,16,6,312,1872,1984.18,-5.7
2024-02-16,2024-02,Referral,Newsletter,Mobile,468,206,150,90,55,1739,95645,2212.44,4223.1
2024-03-11,2024-03,Social Media,Summer Sale,Mobile,333,61,24,8,2,262,524,595.36,-12.0
2024-12-28,2024-12,Organic Search,Newsletter,Desktop,279,84,52,28,10,1358,13580,2502.36,442.7
2024-03-19,2024-03,Email Campaign,Brand Awareness,Desktop,84,35,22,12,6,761,4566,821.1,456.1
2024-02-02,2024-02,Social Media,Product Launch,Desktop,384,74,22,8,2,1363,2726,816.22,234.0
2024-08-30,2024-08,Referral,Summer Sale,Desktop,270,131,94,69,36,948,34128,1727.89,1875.1
2024-06-19,2024-06,Organic Search,Brand Awareness,Desktop,497,174,102,58,26,1850,48100,4696.26,924.2
2024-05-21,2024-05,Organic Search,Product Launch,Mobile,92,30,14,7,3,736,2208,591.0,273.6
2024-10-04,2024-10,Organic Search,Brand Awareness,Desktop,417,132,68,33,16,431,6896,2921.16,136.1
2024-01-26,2024-01,Paid Ads,Retargeting,Desktop,271,70,31,14,6,1776,10656,1125.6,846.7
2024-09-08,2024-09,Organic Search,Retargeting,Mobile,142,45,26,14,5,994,4970,1144.8,334.1
2024-04-19,2024-04,Paid Ads,Product Launch,Mobile,398,99,35,15,5,933,4665,2848.23,63.8
2024-05-25,2024-05,Social Media,Newsletter,Desktop,287,56,21,8,2,900,1800,1270.08,41.7
2024-10-15,2024-10,Organic Search,Retargeting,Desktop,404,133,80,40,16,1958,31328,1572.06,1892.8
2024-03-17,2024-03,Paid Ads,Summer Sale,Desktop,393,125,54,24,9,1723,15507,1443.75,974.1
2024-03-08,2024-03,Paid Ads,Summer Sale,Mobile,473,122,52,21,7,811,5677,1227.32,362.6
2024-02-19,2024-02,Organic Search,Summer Sale,Desktop,349,117,63,31,15,1288,19320,4037.67,378.5
2024-02-13,2024-02,Email Campaign,Retargeting,Mobile,498,206,117,68,36,317,11412,6997.82,63.1
2024-12-10,2024-12,Social Media,Brand Awareness,Desktop,130,24,8,3,0,1511,0,790.8,-100.0
2024-10-25,2024-10,Organic Search,Summer Sale,Desktop,439,141,77,32,14,415,5810,1849.92,214.1
2024-12-16,2024-12,Paid Ads,Brand Awareness,Mobile,172,47,18,7,2,296,592,302.68,95.6
2024-06-18,2024-06,Social Media,Brand Awareness,Desktop,289,49,19,7,2,424,848,1917.37,-55.8
2024-07-26,2024-07,Social Media,Product Launch,Mobile,99,16,5,1,0,1279,0,593.28,-100.0
2024-12-27,2024-12,Social Media,Retargeting,Desktop,454,77,25,8,2,481,962,1953.49,-50.8
2024-07-31,2024-07,Paid Ads,Retargeting,Desktop,488,130,47,20,7,1488,10416,1827.8,469.9
2024-03-02,2024-03,Social Media,Retargeting,Desktop,272,47,16,6,1,1318,1318,1819.37,-27.6
2024-12-18,2024-12,Social Media,Retargeting,Mobile,454,77,29,10,3,541,1623,1272.81,27.5
2024-03-28,2024-03,Social Media,Brand Awareness,Desktop,323,57,18,5,1,978,978,1480.29,-33.9
2024-06-24,2024-06,Email Campaign,Brand Awareness,Mobile,399,186,115,66,34,1809,61506,4318.92,1324.1
2024-09-25,2024-09,Paid Ads,Newsletter,Desktop,279,79,31,14,6,1157,6942,474.0,1364.6
2024-03-31,2024-03,Email Campaign,Brand Awareness,Desktop,171,66,42,23,10,704,7040,2478.96,184.0
2024-04-24,2024-04,Organic Search,Product Launch,Tablet,212,76,38,18,8,1385,11080,2017.8,449.1
2024-08-16,2024-08,Social Media,Brand Awareness,Desktop,418,66,20,7,2,575,1150,770.88,49.2
2024-09-20,2024-09,Paid Ads,Summer Sale,Desktop,226,65,26,11,4,465,1860,2226.9,-16.5
2024-05-31,2024-05,Social Media,Newsletter,Mobile,419,72,24,7,2,1181,2362,404.64,483.7
2024-07-09,2024-07,Referral,Newsletter,Desktop,395,209,165,114,68,491,33388,3093.2,979.4
2024-03-23,2024-03,Social Media,Product Launch,Desktop,310,48,16,5,1,436,436,951.84,-54.2
2024-05-28,2024-05,Paid Ads,Newsletter,Mobile,180,46,16,5,1,257,257,322.46,-20.3
2024-07-17,2024-07,Email Campaign,Brand Awareness,Mobile,482,225,130,78,34,1458,49572,8937.0,454.7
2024-09-13,2024-09,Email Campaign,Retargeting,Desktop,143,66,43,24,12,1457,17484,1007.82,1634.8
2024-10-22,2024-10,Social Media,Summer Sale,Mobile,380,68,27,10,2,1242,2484,1209.04,105.5
2024-08-11,2024-08,Paid Ads,Brand Awareness,Desktop,152,36,16,6,2,1282,2564,604.44,324.2
2024-10-15,2024-10,Social Media,Product Launch,Desktop,326,66,23,8,2,1384,2768,1811.04,52.8
2024-08-17,2024-08,Email Campaign,Product Launch,Mobile,152,60,39,20,10,442,4420,1606.2,175.2
2024-10-18,2024-10,Paid Ads,Summer Sale,Desktop,332,92,38,14,5,1546,7730,495.88,1458.8
2024-05-08,2024-05,Paid Ads,Brand Awareness,Desktop,445,115,52,19,6,1870,11220,3286.7,241.4
2024-05-22,2024-05,Email Campaign,Brand Awareness,Mobile,407,190,98,52,26,746,19396,965.2,1909.5
2024-03-24,2024-03,Social Media,Newsletter,Mobile,402,66,20,7,2,345,690,2313.96,-70.2
2024-08-30,2024-08,Organic Search,Retargeting,Desktop,349,116,72,38,15,286,4290,3636.6,18.0
2024-12-17,2024-12,Social Media,Brand Awareness,Tablet,156,30,11,3,0,1734,0,810.6,-100.0
2024-08-22,2024-08,Social Media,Brand Awareness,Mobile,356,57,19,6,1,1402,1402,363.09,286.1
2024-10-27,2024-10,Social Media,Retargeting,Desktop,367,74,27,11,3,1767,5301,2039.44,159.9
2024-02-24,2024-02,Paid Ads,Product Launch,Tablet,248,76,28,11,4,706,2824,760.0,271.6
2024-11-12,2024-11,Organic Search,Retargeting,Desktop,492,159,81,42,20,281,5620,2951.04,90.4
2024-07-31,2024-07,Organic Search,Newsletter,Desktop,407,128,73,39,19,1260,23940,2316.8,933.3
2024-01-02,2024-01,Paid Ads,Summer Sale,Desktop,406,122,53,24,9,1981,17829,3436.74,418.8
2024-10-11,2024-10,Social Media,Retargeting,Tablet,397,64,22,8,2,759,1518,2096.0,-27.6
2024-06-26,2024-06,Paid Ads,Summer Sale,Mobile,204,49,21,9,3,334,1002,818.3,22.4
2024-01-19,2024-01,Email Campaign,Brand Awareness,Mobile,386,152,90,51,26,554,14404,3933.76,266.2
2024-09-10,2024-09,Social Media,Newsletter,Mobile,488,87,33,12,3,1278,3834,1407.66,172.4
2024-04-17,2024-04,Paid Ads,Retargeting,Desktop,271,65,24,9,2,1230,2460,1047.15,134.9
2024-12-21,2024-12,Social Media,Summer Sale,Desktop,197,34,11,4,1,585,585,996.2,-41.3
2024-06-12,2024-06,Social Media,Brand Awareness,Mobile,300,52,17,6,1,1444,1444,509.08,183.6
2024-01-02,2024-01,Email Campaign,Brand Awareness,Desktop,207,89,58,32,18,452,8136,3108.77,161.7
2024-08-30,2024-08,Referral,Brand Awareness,Desktop,81,40,24,14,9,824,7416,870.4,752.0
2024-10-12,2024-10,Social Media,Brand Awareness,Desktop,368,60,18,7,2,1015,2030,2310.6,-12.1
2024-12-05,2024-12,Email Campaign,Product Launch,Mobile,159,67,45,25,11,1462,16082,1155.08,1292.3
2024-01-05,2024-01,Referral,Brand Awareness,Mobile,349,174,134,80,51,510,26010,3290.34,690.5
2024-07-26,2024-07,Organic Search,Retargeting,Mobile,399,128,72,33,15,1875,28125,4997.12,462.8
2024-08-13,2024-08,Paid Ads,Summer Sale,Mobile,213,52,22,8,3,1868,5604,1544.92,262.7
2024-04-24,2024-04,Organic Search,Retargeting,Desktop,137,49,30,14,5,1774,8870,1362.2,551.2
2024-06-20,2024-06,Paid Ads,Product Launch,Mobile,259,63,26,11,3,1702,5106,2101.68,142.9
2024-09-26,2024-09,Social Media,Brand Awareness,Desktop,344,53,19,6,1,1122,1122,1922.84,-41.6
2024-02-12,2024-02,Paid Ads,Product Launch,Mobile,140,34,13,5,1,915,915,527.34,73.5
2024-01-25,2024-01,Referral,Retargeting,Mobile,384,206,139,100,66,302,19932,4482.56,344.7
2024-08-24,2024-08,Email Campaign,Brand Awareness,Desktop,407,182,114,70,38,1159,44042,1297.66,3294.0
2024-02-18,2024-02,Referral,Product Launch,Mobile,231,115,68,47,29,478,13862,3366.05,311.8
2024-04-08,2024-04,Organic Search,Product Launch,Desktop,488,140,86,49,19,1304,24776,1568.0,1480.1
2024-01-29,2024-01,Referral,Summer Sale,Tablet,349,184,133,82,52,890,46280,2677.2,1628.7
2024-07-02,2024-07,Paid Ads,Newsletter,Desktop,262,79,33,15,5,1155,5775,1535.76,276.0
2024-05-06,2024-05,Social Media,Newsletter,Desktop,443,80,27,10,2,1149,2298,785.6,192.5
2024-01-08,2024-01,Paid Ads,Product Launch,Desktop,175,52,20,7,2,1128,2256,1164.28,93.8
2024-09-16,2024-09,Social Media,Brand Awareness,Mobile,161,32,11,3,0,344,0,328.0,-100.0
2024-04-21,2024-04,Organic Search,Summer Sale,Desktop,335,116,57,29,11,1713,18843,2478.92,660.1
2024-05-16,2024-05,Email Campaign,Product Launch,Desktop,251,101,58,35,17,1230,20910,1535.2,1262.0
2024-01-09,2024-01,Organic Search,Summer Sale,Tablet,174,50,24,13,6,304,1824,510.0,257.6
2024-03-20,2024-03,Organic Search,Brand Awareness,Mobile,145,48,25,12,4,291,1164,510.24,128.1
2024-05-22,2024-05,Social Media,Retargeting,Desktop,447,80,25,9,3,390,1170,1410.4,-17.0
2024-12-26,2024-12,Paid Ads,Retargeting,Mobile,311,79,34,13,4,1971,7884,670.71,1075.5
2024-10-13,2024-10,Social Media,Retargeting,Desktop,430,72,23,8,2,1839,3678,1316.16,179.4
2024-01-13,2024-01,Email Campaign,Product Launch,Desktop,366,137,91,52,26,718,18668,3307.18,464.5
2024-03-28,2024-03,Paid Ads,Retargeting,Mobile,128,39,16,6,2,695,1390,606.84,129.1
2024-07-01,2024-07,Paid Ads,Newsletter,Desktop,259,62,27,10,3,1117,3351,1039.74,222.3
2024-04-07,2024-04,Referral,Product Launch,Tablet,191,92,70,39,23,624,14352,723.12,1884.7
2024-06-12,2024-06,Organic Search,Newsletter,Mobile,472,146,92,52,21,1214,25494,2445.5,942.5
2024-09-27,2024-09,Paid Ads,Summer Sale,Desktop,428,117,53,22,9,263,2367,3095.82,-23.5
2024-05-20,2024-05,Paid Ads,Brand Awareness,Mobile,186,57,22,9,3,846,2538,1846.23,37.5
2024-06-26,2024-06,Paid Ads,Newsletter,Mobile,417,125,43,19,6,1537,9222,3653.75,152.4
2024-11-08,2024-11,Social Media,Product Launch,Mobile,255,49,16,5,1,584,584,1814.47,-67.8
2024-07-07,2024-07,Organic Search,Retargeting,Mobile,297,93,46,20,9,312,2808,628.68,346.7
2024-11-16,2024-11,Paid Ads,Newsletter,Mobile,486,137,50,21,7,360,2520,2124.87,18.6
2024-08-17,2024-08,Email Campaign,Brand Awareness,Mobile,485,183,104,61,34,959,32606,5239.29,522.3
2024-09-05,2024-09,Social Media,Product Launch,Tablet,294,49,18,7,1,1255,1255,1341.13,-6.4
2024-08-31,2024-08,Paid Ads,Retargeting,Desktop,115,28,11,4,1,693,693,333.76,107.6
2024-06-02,2024-06,Email Campaign,Brand Awareness,Mobile,100,45,29,13,6,1361,8166,296.1,2657.9
2024-11-30,2024-11,Organic Search,Summer Sale,Mobile,193,63,35,17,7,324,2268,1137.15,99.4
2024-11-11,2024-11,Email Campaign,Product Launch,Desktop,314,139,86,44,22,683,15026,5004.0,200.3
2024-11-09,2024-11,Email Campaign,Newsletter,Desktop,448,161,88,41,21,1029,21609,1494.08,1346.3
2024-10-16,2024-10,Social Media,Summer Sale,Desktop,216,39,12,3,0,1112,0,997.62,-100.0
2024-07-14,2024-07,Social Media,Summer Sale,Mobile,451,92,33,12,3,295,885,2979.88,-70.3
2024-05-29,2024-05,Social Media,Retargeting,Mobile,277,49,18,6,1,1906,1906,1374.94,38.6
2024-07-08,2024-07,Social Media,Brand Awareness,Mobile,296,53,15,6,2,414,828,1625.51,-49.1
2024-02-18,2024-02,Paid Ads,Retargeting,Mobile,145,38,16,7,2,1475,2950,744.42,296.3
2024-06-09,2024-06,Organic Search,Summer Sale,Desktop,242,81,45,22,10,1974,19740,1512.27,1205.3
2024-10-15,2024-10,Paid Ads,Newsletter,Desktop,241,73,29,12,4,1694,6776,412.45,1542.9
2024-01-15,2024-01,Organic Search,Summer Sale,Desktop,294,83,46,21,8,1181,9448,2870.97,229.1
2024-03-10,2024-03,Organic Search,Newsletter,Mobile,168,58,32,14,5,1600,8000,2002.74,299.5
2024-06-20,2024-06,Paid Ads,Newsletter,Mobile,338,87,30,13,4,1956,7824,2569.11,204.5
2024-11-06,2024-11,Paid Ads,Summer Sale,Mobile,127,38,15,5,2,1561,3122,1255.52,148.7
2024-02-22,2024-02,Email Campaign,Retargeting,Mobile,228,81,54,30,16,1347,21552,2916.0,639.1
2024-12-30,2024-12,Paid Ads,Product Launch,Mobile,433,111,46,19,6,1400,8400,1581.75,431.1
2024-05-22,2024-05,Organic Search,Summer Sale,Mobile,211,58,33,18,7,640,4480,1377.5,225.2
2024-10-06,2024-10,Paid Ads,Retargeting,Mobile,148,39,13,4,1,549,549,1026.48,-46.5
2024-10-06,2024-10,Organic Search,Summer Sale,Tablet,131,36,20,9,4,748,2992,606.24,393.5
2024-11-13,2024-11,Email Campaign,Product Launch,Desktop,104,41,26,12,5,1937,9685,210.74,4495.7
2024-06-20,2024-06,Email Campaign,Retargeting,Mobile,395,153,101,63,29,249,7221,4877.64,48.0
2024-02-18,2024-02,Social Media,Brand Awareness,Desktop,412,74,23,9,2,893,1786,677.84,163.5
2024-01-25,2024-01,Social Media,Product Launch,Mobile,378,68,23,7,2,1661,3322,514.08,546.2
2024-06-24,2024-06,Paid Ads,Product Launch,Desktop,456,111,46,22,8,1600,12800,577.2,2117.6
2024-03-02,2024-03,Email Campaign,Brand Awareness,Desktop,139,61,35,18,9,934,8406,828.99,914.0
2024-08-27,2024-08,Referral,Summer Sale,Desktop,168,73,55,38,20,1111,22220,2787.87,697.0
2024-06-09,2024-06,Paid Ads,Retargeting,Mobile,170,50,17,7,3,558,1674,1707.0,-1.9
2024-06-26,2024-06,Social Media,Retargeting,Mobile,360,73,26,9,2,556,1112,2307.53,-51.8
2024-04-18,2024-04,Email Campaign,Summer Sale,Desktop,93,41,26,12,5,1035,5175,1514.54,241.7
2024-01-27,2024-01,Organic Search,Summer Sale,Mobile,482,157,79,36,15,1982,29730,4761.81,524.3
2024-03-19,2024-03,Paid Ads,Summer Sale,Tablet,322,103,41,18,7,1633,11431,1343.12,751.1
2024-04-04,2024-04,Paid Ads,Summer Sale,Mobile,220,64,25,10,3,367,1101,2168.96,-49.2
2024-08-03,2024-08,Organic Search,Retargeting,Desktop,220,71,38,20,9,505,4545,523.27,768.6
2024-05-17,2024-05,Paid Ads,Brand Awareness,Mobile,278,86,32,13,4,724,2896,2573.12,12.5
2024-04-29,2024-04,Organic Search,Brand Awareness,Tablet,461,136,74,37,17,1971,33507,5378.8,522.9
2024-07-02,2024-07,Organic Search,Summer Sale,Desktop,481,163,86,39,19,391,7429,3910.37,90.0
2024-01-25,2024-01,Social Media,Product Launch,Mobile,165,31,10,4,1,754,754,371.69,102.9
2024-10-20,2024-10,Social Media,Summer Sale,Desktop,183,34,12,4,1,712,712,712.98,-0.1
2024-11-16,2024-11,Organic Search,Summer Sale,Mobile,420,127,72,31,13,1230,15990,3302.0,384.3
2024-11-08,2024-11,Organic Search,Brand Awareness,Mobile,332,104,50,28,14,677,9478,2709.2,249.8
2024-09-25,2024-09,Organic Search,Product Launch,Mobile,463,126,73,39,17,1003,17051,2115.54,706.0
2024-05-17,2024-05,Social Media,Retargeting,Mobile,85,17,5,1,0,669,0,644.47,-100.0
2024-01-30,2024-01,Organic Search,Brand Awareness,Mobile,123,37,22,9,4,1672,6688,1077.44,520.7
2024-01-28,2024-01,Paid Ads,Product Launch,Desktop,233,68,23,9,3,1581,4743,684.76,592.7
2024-01-20,2024-01,Referral,Newsletter,Desktop,90,45,32,22,13,1402,18226,960.3,1797.9
2024-09-27,2024-09,Social Media,Newsletter,Desktop,395,69,21,8,2,602,1204,2118.99,-43.2
2024-05-14,2024-05,Organic Search,Summer Sale,Mobile,87,24,14,7,2,945,1890,425.28,344.4
2024-02-03,2024-02,Social Media,Newsletter,Desktop,360,73,22,7,1,1065,1065,959.22,11.0
2024-01-03,2024-01,Paid Ads,Summer Sale,Tablet,463,117,53,22,8,350,2800,4106.7,-31.8
2024-07-13,2024-07,Referral,Retargeting,Tablet,300,160,105,68,46,1315,60490,2568.0,2255.5
2024-12-30,2024-12,Referral,Brand Awareness,Mobile,96,43,34,22,13,1371,17823,1247.86,1328.3
2024-08-05,2024-08,Organic Search,Summer Sale,Desktop,166,55,29,16,6,1179,7074,1198.45,490.3
2024-01-11,2024-01,Organic Search,Summer Sale,Desktop,153,44,26,11,5,533,2665,1075.8,147.7
2024-11-20,2024-11,Paid Ads,Retargeting,Mobile,463,119,48,21,8,312,2496,3615.22,-31.0
2024-05-18,2024-05,Organic Search,Product Launch,Tablet,281,93,53,29,11,971,10681,3451.23,209.5
2024-06-21,2024-06,Organic Search,Product Launch,Tablet,150,41,22,9,3,1897,5691,782.69,627.1
2024-04-11,2024-04,Organic Search,Newsletter,Desktop,216,76,44,21,10,1569,15690,2816.56,457.1
2024-02-04,2024-02,Referral,Product Launch,Tablet,182,81,62,41,28,967,27076,1327.59,1939.5
2024-02-14,2024-02,Paid Ads,Brand Awareness,Desktop,245,77,31,14,5,1991,9955,671.44,1382.6
2024-12-09,2024-12,Social Media,Brand Awareness,Desktop,355,56,20,7,2,1558,3116,2231.04,39.7
2024-02-27,2024-02,Social Media,Brand Awareness,Desktop,255,47,18,7,2,1235,2470,761.4,224.4
2024-09-22,2024-09,Organic Search,Newsletter,Mobile,267,83,45,21,9,1183,10647,2040.14,421.9
2024-12-24,2024-12,Organic Search,Summer Sale,Mobile,108,38,19,10,4,1901,7604,893.38,751.1
2024-06-05,2024-06,Organic Search,Product Launch,Mobile,493,174,102,51,25,1868,46700,4358.7,971.4
2024-05-11,2024-05,Email Campaign,Summer Sale,Desktop,433,170,93,54,25,407,10175,5434.9,87.2
2024-03-01,2024-03,Email Campaign,Newsletter,Mobile,439,162,89,45,19,1742,33098,6258.06,428.9
2024-07-05,2024-07,Organic Search,Product Launch,Tablet,491,168,99,43,17,387,6579,5003.04,31.5
2024-09-10,2024-09,Organic Search,Newsletter,Mobile,468,166,97,46,23,1454,33442,6115.44,446.8
2024-08-17,2024-08,Paid Ads,Brand Awareness,Desktop,406,130,49,21,8,380,3040,2870.4,5.9
2024-06-08,2024-06,Paid Ads,Brand Awareness,Tablet,446,115,50,20,7,1366,9562,2541.5,276.2
2024-12-20,2024-12,Social Media,Product Launch,Tablet,343,70,24,10,3,314,942,2387.0,-60.5
2024-07-21,2024-07,Paid Ads,Retargeting,Mobile,490,150,60,25,9,1664,14976,3426.0,337.1
2024-10-10,2024-10,Paid Ads,Summer Sale,Desktop,454,126,47,21,8,782,6256,4186.98,49.4
2024-08-13,2024-08,Email Campaign,Newsletter,Desktop,398,169,101,51,29,206,5974,6337.5,-5.7
2024-05-20,2024-05,Paid Ads,Product Launch,Desktop,488,134,48,19,6,1167,7002,3856.52,81.6
2024-10-07,2024-10,Social Media,Newsletter,Tablet,339,63,23,8,2,746,1492,1343.16,11.1
2024-01-11,2024-01,Organic Search,Product Launch,Mobile,380,111,61,32,15,1611,24165,2814.96,758.4
